pemaritl,pesa1,fmstm1900,fmagem,yofm,fbm1900,yofb,fb_girl,fmendm1900,yofd,fmdiv,fmdivsep,fmwid,cpsyear,iid,a_age,a_sex,bdm1900,yob,black,orace,cdiv,coll,hs,a_fnlwgt
DIVORCED,None,1014,386,84,,,,1058,88,1,1,0,1995,95003920,43,2,628,52,0,0,2,1,0,1362.59
MARRIED - SPOUSE PRESENT,1,993,326,82,1026,85,1,1146,95,0,0,0,1995,95003928,39,2,667,55,0,0,2,1,0,1429.9902
MARRIED - SPOUSE PRESENT,None,1139,370,94,,,,1146,95,0,0,0,1995,95003928,31,2,769,64,0,0,2,0,1,1867.0988
MARRIED - SPOUSE PRESENT,1,817,254,68,847,70,0,937,78,1,1,0,1995,95003928,48,2,563,46,0,1,2,1,0,1297.7827
MARRIED - SPOUSE PRESENT,None,1109,317,92,,,,1146,95,0,0,0,1995,95003928,29,2,792,65,0,1,2,1,0,1221.2072
MARRIED - SPOUSE PRESENT,2,799,375,66,825,68,1,1146,95,0,0,0,1995,95003928,60,2,424,35,0,0,2,1,0,1971.6638
MARRIED - SPOUSE PRESENT,1,979,341,81,1106,92,1,1146,95,0,0,0,1995,95003928,42,2,638,53,0,0,2,0,1,1957.1331
DIVORCED,1,780,258,64,810,67,1,872,72,1,1,0,1995,95003928,52,2,522,43,0,0,2,1,0,2242.7871
MARRIED - SPOUSE PRESENT,None,660,270,54,,,,913,76,1,1,0,1995,95003936,63,2,390,32,0,0,2,0,1,2386.783
DIVORCED,3,759,250,63,771,64,1,930,77,1,1,0,1995,95003936,53,2,509,42,1,0,2,0,1,1819.9791
MARRIED - SPOUSE PRESENT,None,1073,319,89,,,,1146,95,0,0,0,1995,95003936,32,2,754,62,0,0,2,1,0,1867.0988
MARRIED - SPOUSE PRESENT,1,1043,390,86,1105,92,0,1146,95,0,0,0,1995,95003936,41,2,653,54,0,0,2,1,0,1957.1331
SEPARATED,3,834,337,69,702,58,0,1146,95,0,1,0,1995,95003936,54,2,497,41,1,0,2,0,0,1819.9791
MARRIED - SPOUSE ABSENT,2,996,317,82,999,83,1,1146,95,0,0,0,1995,95003936,38,2,679,56,1,0,2,0,1,2379.4124
MARRIED - SPOUSE PRESENT,2,801,279,66,941,78,1,1146,95,0,0,0,1995,95003936,51,2,522,43,0,0,2,1,0,2242.7871
DIVORCED,None,965,259,80,,,,1049,87,1,1,0,1995,95003936,36,2,706,58,0,0,2,1,0,2020.2319
MARRIED - SPOUSE PRESENT,None,839,352,69,,,,1146,95,0,0,0,1995,95003936,54,2,487,40,0,0,2,1,0,2242.7871
WIDOWED,None,667,236,55,,,,785,65,1,1,0,1995,95003944,59,2,431,35,0,0,2,0,1,1894.3914
DIVORCED,3,963,259,80,971,80,0,1047,87,1,1,0,1995,95003944,36,2,704,58,0,1,2,0,0,1638.014
MARRIED - SPOUSE PRESENT,4,844,347,70,834,69,1,1146,95,0,0,0,1995,95003944,54,2,497,41,0,1,2,0,0,1297.7827
MARRIED - SPOUSE PRESENT,None,1077,308,89,,,,1146,95,0,0,0,1995,95003944,31,2,769,64,0,1,2,0,1,1221.2072
SEPARATED,1,878,291,73,888,73,0,1146,95,0,1,0,1995,95003944,46,2,587,48,0,0,2,0,1,1998.2209
MARRIED - SPOUSE PRESENT,3,724,313,60,736,61,1,1146,95,0,0,0,1995,95003944,61,2,411,34,1,0,2,1,0,1823.1737
DIVORCED,3,1017,245,84,995,82,1,1079,89,1,1,0,1995,95003944,31,2,772,64,1,0,2,0,0,2121.9321
SEPARATED,4,766,350,63,696,57,1,1146,95,0,1,0,1995,95003952,60,2,416,34,1,0,2,0,1,1823.1737
MARRIED - SPOUSE PRESENT,None,951,236,79,,,,1053,87,1,1,0,1995,95003952,35,2,715,59,0,0,2,0,1,2020.2319
WIDOWED,None,629,245,52,,,,1047,87,0,0,1,1995,95003952,63,2,384,31,0,0,2,0,0,1771.3914
SEPARATED,None,1109,305,92,,,,1146,95,0,1,0,1995,95003952,28,2,804,66,0,0,2,1,0,1368.2468
MARRIED - SPOUSE PRESENT,2,965,357,80,969,80,1,1146,95,0,0,0,1995,95003952,44,2,608,50,1,0,2,0,1,1698.6196
MARRIED - SPOUSE PRESENT,5,1060,223,88,1016,84,0,1146,95,0,0,0,1995,95003952,25,2,837,69,0,0,2,0,0,1609.0975
MARRIED - SPOUSE PRESENT,5,1046,235,87,1052,87,1,1146,95,0,0,0,1995,95003952,27,2,811,67,0,1,2,0,1,989.6441
MARRIED - SPOUSE PRESENT,3,935,262,77,865,72,1,1065,88,1,1,0,1995,95003952,39,2,673,56,0,0,2,0,0,1296.4237
MARRIED - SPOUSE PRESENT,1,1082,370,90,1136,94,1,1125,93,1,1,0,1995,95003952,36,2,712,59,0,0,2,1,0,1296.4237
SEPARATED,None,998,358,83,,,,1146,95,0,1,0,1995,95003960,42,2,640,53,1,0,2,0,1,1698.6196
MARRIED - SPOUSE PRESENT,5,859,338,71,727,60,0,1146,95,0,0,0,1995,95003960,52,2,521,43,1,0,2,0,0,1345.679
MARRIED - SPOUSE PRESENT,3,683,232,56,687,57,1,1146,95,0,0,0,1995,95003960,57,2,451,37,0,1,2,0,0,986.22919
DIVORCED,None,718,261,59,,,,907,75,1,1,0,1995,95003960,57,2,457,38,0,0,2,0,1,1408.2048
MARRIED - SPOUSE PRESENT,1,1041,347,86,1050,87,0,1146,95,0,0,0,1995,95003960,37,2,694,57,0,0,2,1,0,1296.4237
MARRIED - SPOUSE PRESENT,None,745,264,62,,,,1146,95,0,0,0,1995,95003960,55,2,481,40,0,0,2,0,1,1280.8981
DIVORCED,None,1013,255,84,,,,1045,87,1,1,0,1995,95003960,32,2,758,63,0,0,2,0,1,1375.0359
DIVORCED,None,978,263,81,,,,1038,86,1,1,0,1995,95003968,35,2,715,59,0,0,2,0,1,1591.9912
MARRIED - SPOUSE PRESENT,None,1132,345,94,,,,1146,95,0,0,0,1995,95003968,29,2,787,65,0,0,2,1,0,1368.2468
MARRIED - SPOUSE PRESENT,1,826,255,68,842,70,0,1146,95,0,0,0,1995,95003968,47,2,571,47,0,0,2,0,1,1261.1936
DIVORCED,None,870,241,72,,,,934,77,1,1,0,1995,95003968,43,2,629,52,0,0,2,1,0,1268.4497
DIVORCED,1,1019,290,84,1038,86,1,1123,93,1,1,0,1995,95003968,34,2,729,60,0,0,2,0,1,1375.0359
SEPARATED,None,1046,305,87,,,,1146,95,0,1,0,1995,95003968,33,2,741,61,0,1,2,1,0,989.6441
MARRIED - SPOUSE PRESENT,3,951,234,79,953,79,1,1146,95,0,0,0,1995,95003968,35,2,717,59,1,0,2,0,1,1692.0232
SEPARATED,5,841,243,70,830,69,0,936,77,1,1,0,1995,95003968,45,2,598,49,1,0,2,0,1,1420.4183
MARRIED - SPOUSE PRESENT,1,818,212,68,819,68,0,1146,95,0,0,0,1995,95003968,45,2,606,50,0,0,2,0,0,1923.855
DIVORCED,3,870,272,72,822,68,0,918,76,1,1,0,1995,95003976,45,2,598,49,0,0,2,0,0,1923.855
MARRIED - SPOUSE ABSENT,1,1109,351,92,1026,85,1,1146,95,0,0,0,1995,95003976,32,2,758,63,0,0,2,0,1,1754.0502
SEPARATED,6,900,304,74,923,76,0,1146,95,0,1,0,1995,95003976,45,2,596,49,0,0,2,0,0,1591.5756
MARRIED - SPOUSE PRESENT,6,740,228,61,727,60,0,1146,95,0,0,0,1995,95003976,52,2,512,42,0,0,2,0,0,1897.0342
SEPARATED,6,837,307,69,827,68,1,1146,95,0,1,0,1995,95003976,51,2,530,44,0,0,2,0,0,1530.7795
MARRIED - SPOUSE PRESENT,2,933,318,77,982,81,1,1146,95,0,0,0,1995,95003976,44,2,615,51,0,0,2,1,0,1433.0251
MARRIED - SPOUSE PRESENT,2,1050,426,87,1088,90,0,1146,95,0,0,0,1995,95003976,43,2,624,51,0,0,2,1,0,1433.0251
MARRIED - SPOUSE PRESENT,2,1077,337,89,1005,83,1,1146,95,0,0,0,1995,95003984,33,2,740,61,0,1,2,1,0,926.55762
MARRIED - SPOUSE PRESENT,1,1006,335,83,1111,92,1,1146,95,0,0,0,1995,95003984,39,2,671,55,0,0,2,0,1,1444.4272
MARRIED - SPOUSE PRESENT,None,1138,314,94,,,,1146,95,0,0,0,1995,95003984,26,2,824,68,0,0,2,1,0,1548.7952
MARRIED - SPOUSE PRESENT,6,744,227,61,731,60,0,1146,95,0,0,0,1995,95003984,52,2,517,43,0,0,2,1,0,1530.7795
MARRIED - SPOUSE PRESENT,None,1100,392,91,,,,1146,95,0,0,0,1995,95003984,36,2,708,58,0,0,2,1,0,1444.4272
DIVORCED,2,760,322,63,730,60,0,826,68,1,1,0,1995,95003984,59,2,438,36,0,0,2,1,0,1497.6938
DIVORCED,1,816,288,67,853,71,1,876,72,1,1,0,1995,95003984,51,2,528,43,0,0,2,1,0,1530.7795
SEPARATED,2,789,376,65,815,67,1,1146,95,0,1,0,1995,95003984,61,2,413,34,0,0,2,1,0,1773.2335
MARRIED - SPOUSE PRESENT,5,715,285,59,746,62,0,1146,95,0,0,0,1995,95003984,59,2,430,35,0,0,2,0,1,1497.6938
MARRIED - SPOUSE PRESENT,None,1095,452,91,,,,1146,95,0,0,0,1995,95003992,41,2,643,53,0,1,2,1,0,926.55762
MARRIED - SPOUSE PRESENT,2,768,282,63,821,68,1,1146,95,0,0,0,1995,95003992,55,2,486,40,0,0,2,0,1,1690.2709
MARRIED - SPOUSE ABSENT,7,618,263,51,622,51,0,1146,95,0,0,0,1995,95003992,65,2,355,29,1,0,2,0,0,1231.5031
SEPARATED,6,1091,362,90,917,76,1,1146,95,0,1,0,1995,95003992,34,2,729,60,1,0,2,0,1,1996.8182
WIDOWED,3,641,264,53,672,55,1,1135,94,0,0,1,1995,95003992,64,2,377,31,0,0,2,0,0,1449.3859
MARRIED - SPOUSE ABSENT,2,744,241,61,761,63,0,1146,95,0,0,0,1995,95003992,53,2,503,41,0,0,2,1,0,1211.045
SEPARATED,3,860,330,71,742,61,0,1146,95,0,1,0,1995,95003992,51,2,530,44,0,0,2,0,0,1403.0348
MARRIED - SPOUSE ABSENT,6,616,203,51,665,55,1,1146,95,0,0,0,1995,95004000,61,2,413,34,0,0,2,0,0,1591.8751
SEPARATED,1,1072,434,89,872,72,0,1146,95,0,1,0,1995,95004000,42,2,638,53,1,0,2,0,1,1998.8977
MARRIED - SPOUSE PRESENT,2,1026,355,85,930,77,0,1056,87,1,1,0,1995,95004000,39,2,671,55,0,0,2,0,0,1512.3735
MARRIED - SPOUSE PRESENT,None,1067,309,88,,,,1146,95,0,0,0,1995,95004000,32,2,758,63,0,1,2,0,1,1096.4058
DIVORCED,3,793,298,66,745,62,1,857,71,1,1,0,1995,95004000,54,2,495,41,0,0,2,0,0,1403.0348
MARRIED - SPOUSE PRESENT,1,881,253,73,921,76,1,1146,95,0,0,0,1995,95004000,43,2,628,52,0,0,2,0,1,1601.6027
MARRIED - SPOUSE PRESENT,1,1113,266,92,1123,93,1,1146,95,0,0,0,1995,95004000,24,2,847,70,1,0,2,0,0,2245.2522
SEPARATED,1,857,275,71,870,72,0,1028,85,1,1,0,1995,95004000,47,2,582,48,0,0,2,0,1,1484.3203
MARRIED - SPOUSE PRESENT,2,1071,299,89,1022,85,1,1146,95,0,0,0,1995,95004000,31,2,772,64,0,0,2,0,0,1504.7704
MARRIED - SPOUSE PRESENT,None,1100,332,91,,,,1146,95,0,0,0,1995,95004008,31,2,768,63,0,0,2,1,0,1252.7526
MARRIED - SPOUSE PRESENT,None,1137,394,94,,,,1146,95,0,0,0,1995,95004008,33,2,743,61,0,0,2,1,0,1252.7526
MARRIED - SPOUSE PRESENT,1,783,341,65,873,72,1,1146,95,0,0,0,1995,95004008,58,2,442,36,0,0,2,1,0,1458.9736
MARRIED - SPOUSE PRESENT,None,1049,341,87,,,,1146,95,0,0,0,1995,95004008,36,2,708,58,0,1,2,1,0,912.7804
MARRIED - SPOUSE PRESENT,None,969,379,80,,,,1146,95,0,0,0,1995,95004008,46,2,590,49,0,0,2,1,0,1235.7268
MARRIED - SPOUSE PRESENT,None,970,400,80,,,,1146,95,0,0,0,1995,95004008,48,2,570,47,0,0,2,1,0,1235.7268
MARRIED - SPOUSE PRESENT,2,750,271,62,787,65,0,870,72,1,1,0,1995,95004008,55,2,479,39,0,0,2,1,0,1458.9736
DIVORCED,None,980,333,81,,,,1115,92,1,1,0,1995,95004016,41,2,647,53,0,0,2,1,0,1333.3678
MARRIED - SPOUSE PRESENT,2,736,280,61,773,64,0,885,73,1,1,0,1995,95004016,57,2,456,37,0,0,2,1,0,1458.9736
MARRIED - SPOUSE PRESENT,None,1146,315,95,,,,1146,95,0,0,0,1995,95004016,26,2,831,69,0,0,2,1,0,1389.0637
MARRIED - SPOUSE PRESENT,None,1146,318,95,,,,1146,95,0,0,0,1995,95004016,26,2,828,68,0,0,2,0,1,1369.1639
MARRIED - SPOUSE PRESENT,1,600,219,49,726,60,0,681,56,0,0,1,1995,95004016,63,2,381,31,1,0,2,1,0,1409.321
MARRIED - SPOUSE PRESENT,None,1118,283,93,,,,1146,95,0,0,0,1995,95004016,25,2,835,69,0,0,2,0,1,1418.8401
SEPARATED,2,851,335,70,768,63,0,1146,95,0,1,0,1995,95004016,52,2,516,42,1,0,2,0,1,1643.9583
MARRIED - SPOUSE ABSENT,None,1066,423,88,,,,1146,95,0,0,0,1995,95004016,41,2,643,53,1,0,2,1,0,1744.0615
DIVORCED,2,821,285,68,801,66,1,880,73,1,1,0,1995,95004016,50,2,536,44,1,0,2,0,1,1643.9583
SEPARATED,None,1083,391,90,,,,1146,95,0,1,0,1995,95004024,37,2,692,57,0,0,2,0,1,1484.3046
MARRIED - SPOUSE PRESENT,2,952,424,79,896,74,1,1146,95,0,0,0,1995,95004024,51,2,528,43,0,0,2,0,0,1719.3479
DIVORCED,3,990,266,82,992,82,1,1050,87,1,1,0,1995,95004024,35,2,724,60,0,0,2,0,0,1691.3752
SEPARATED,2,858,173,71,884,73,0,1146,95,0,1,0,1995,95004024,38,2,685,57,1,0,2,0,0,1756.2922
MARRIED - SPOUSE PRESENT,None,785,328,65,,,,1146,95,0,0,0,1995,95004024,57,2,457,38,0,0,2,0,0,1325.4995
MARRIED - SPOUSE PRESENT,5,630,259,52,642,53,0,1146,95,0,0,0,1995,95004024,64,2,371,30,0,0,2,1,0,1439.9698
MARRIED - SPOUSE PRESENT,3,672,288,55,698,58,0,1146,95,0,0,0,1995,95004024,63,2,384,31,0,1,2,0,1,1176.1989
DIVORCED,3,781,302,65,751,62,0,847,70,1,1,0,1995,95004032,55,2,479,39,0,0,2,0,1,1325.4995
MARRIED - SPOUSE ABSENT,2,1124,224,93,1121,93,1,1146,95,0,0,0,1995,95004032,20,2,900,74,0,0,2,0,0,1801.99
MARRIED - SPOUSE PRESENT,2,1113,208,92,1120,93,0,1146,95,0,0,0,1995,95004032,20,2,905,75,0,0,2,0,0,1801.99
DIVORCED,None,835,290,69,,,,858,71,1,1,0,1995,95004032,50,2,545,45,0,0,2,1,0,1497.3745
MARRIED - SPOUSE PRESENT,2,900,245,74,997,83,0,1146,95,0,0,0,1995,95004032,40,2,655,54,0,0,2,1,0,1468.9796
MARRIED - SPOUSE PRESENT,2,1044,355,86,1066,88,1,1146,95,0,0,0,1995,95004032,38,2,689,57,0,0,2,1,0,1484.3046
DIVORCED,5,742,273,61,751,62,1,1109,92,1,1,0,1995,95004032,56,2,469,39,0,1,2,1,0,1176.1989
DIVORCED,None,967,283,80,,,,1035,86,1,1,0,1995,95004032,38,2,684,56,0,0,2,1,0,1484.3046
MARRIED - SPOUSE PRESENT,2,839,351,69,883,73,1,1146,95,0,0,0,1995,95004032,54,2,488,40,0,0,2,1,0,1497.3745
MARRIED - SPOUSE PRESENT,None,1130,296,94,,,,1146,95,0,0,0,1995,95004040,26,2,834,69,0,0,2,0,1,1369.1639
MARRIED - SPOUSE PRESENT,None,1110,285,92,,,,1146,95,0,0,0,1995,95004040,26,2,825,68,0,0,2,0,1,1369.1639
MARRIED - SPOUSE PRESENT,3,951,199,79,975,81,0,988,82,1,1,0,1995,95004040,32,2,752,62,0,0,2,0,0,1655.8405
DIVORCED,2,933,309,77,938,78,0,1014,84,1,1,0,1995,95004040,43,2,624,51,1,0,2,1,0,1744.0615
MARRIED - SPOUSE PRESENT,2,837,388,69,871,72,0,1146,95,0,0,0,1995,95004040,58,2,449,37,0,0,2,1,0,1325.4995
MARRIED - SPOUSE PRESENT,None,1042,509,86,,,,1146,95,0,0,0,1995,95004040,51,2,533,44,0,0,2,1,0,1497.3745
MARRIED - SPOUSE PRESENT,3,1086,223,90,1056,87,1,1146,95,0,0,0,1995,95004040,23,2,863,71,0,0,2,0,0,2684.6609
SEPARATED,1,1070,237,89,1091,90,0,1146,95,0,1,0,1995,95004048,26,2,833,69,0,0,2,0,1,2257.1411
DIVORCED,5,837,242,69,777,64,0,1069,89,1,1,0,1995,95004048,45,2,595,49,1,0,2,0,0,2934.8911
MARRIED - SPOUSE PRESENT,3,945,203,78,951,79,0,1146,95,0,0,0,1995,95004048,33,2,742,61,0,0,2,0,0,2539.5645
MARRIED - SPOUSE PRESENT,1,996,188,82,979,81,1,1146,95,0,0,0,1995,95004048,28,2,808,67,0,0,2,0,1,2463.01
MARRIED - SPOUSE PRESENT,2,934,206,77,1104,91,1,1146,95,0,0,0,1995,95004048,34,2,728,60,0,0,2,1,0,2343.7825
MARRIED - SPOUSE PRESENT,3,1029,248,85,1052,87,0,1146,95,0,0,0,1995,95004048,30,2,781,65,0,0,2,0,1,2343.7825
DIVORCED,2,922,342,76,973,81,1,1125,93,1,1,0,1995,95004048,47,2,580,48,0,0,2,0,1,2360.3347
MARRIED - SPOUSE PRESENT,4,1054,333,87,1012,84,0,1146,95,0,0,0,1995,95004048,35,2,721,60,0,0,2,0,1,2283.5044
MARRIED - SPOUSE PRESENT,4,762,269,63,788,65,0,961,80,1,1,0,1995,95004048,54,2,493,41,0,0,2,0,1,2287.5825
MARRIED - SPOUSE PRESENT,None,992,256,82,,,,1125,93,1,1,0,1995,95004056,34,2,736,61,0,0,2,1,0,2370.5806
MARRIED - SPOUSE PRESENT,3,839,253,69,856,71,0,1146,95,0,0,0,1995,95004056,46,2,586,48,0,0,2,0,1,2278.9829
MARRIED - SPOUSE PRESENT,2,786,428,65,820,68,0,1146,95,0,0,0,1995,95004056,65,2,358,29,0,0,2,0,1,2512.3384
MARRIED - SPOUSE PRESENT,2,931,253,77,958,79,0,1146,95,0,0,0,1995,95004056,39,2,678,56,0,0,2,0,1,2470.7148
MARRIED - SPOUSE PRESENT,3,898,264,74,914,76,1,1146,95,0,0,0,1995,95004056,42,2,634,52,0,0,2,0,1,2354.262
MARRIED - SPOUSE PRESENT,None,1090,285,90,,,,1146,95,0,0,0,1995,95004056,28,2,805,67,0,0,2,0,1,2210.2888
DIVORCED,3,1010,227,84,1012,84,1,1130,94,1,1,0,1995,95004056,30,2,783,65,0,0,2,0,1,2449.1819
DIVORCED,None,971,429,80,,,,1002,83,1,1,0,1995,95004064,50,2,542,45,0,0,2,0,1,2329.302
MARRIED - SPOUSE PRESENT,1,1089,281,90,1141,95,1,1146,95,0,0,0,1995,95004064,28,2,808,67,0,0,2,0,1,2393.01
MARRIED - SPOUSE PRESENT,2,626,249,52,640,53,0,973,81,0,0,1,1995,95004064,64,2,377,31,0,0,2,0,1,1839.7225
MARRIED - SPOUSE PRESENT,2,932,282,77,960,79,0,1146,95,0,0,0,1995,95004064,41,2,650,54,0,0,2,1,0,2191.6079
SEPARATED,3,924,232,76,930,77,0,957,79,1,1,0,1995,95004064,37,2,692,57,0,0,2,0,1,2415.5662
MARRIED - SPOUSE PRESENT,1,706,219,58,734,61,0,1146,95,0,0,0,1995,95004064,54,2,487,40,0,0,2,0,1,2025.2729
MARRIED - SPOUSE PRESENT,3,757,238,63,777,64,1,810,67,1,1,0,1995,95004064,52,2,519,43,0,0,2,0,1,2025.2729
MARRIED - SPOUSE PRESENT,2,872,259,72,950,79,1,1146,95,0,0,0,1995,95004064,44,2,613,51,0,0,2,1,0,2229.8376
MARRIED - SPOUSE PRESENT,2,970,223,80,975,81,1,1146,95,0,0,0,1995,95004064,33,2,747,62,0,0,2,0,1,2430.106
MARRIED - SPOUSE PRESENT,2,802,276,66,828,68,1,1146,95,0,0,0,1995,95004072,51,2,526,43,0,0,2,0,1,2504.1118
MARRIED - SPOUSE PRESENT,2,802,275,66,828,68,1,1146,95,0,0,0,1995,95004072,51,2,527,43,0,0,2,0,1,2342.718
MARRIED - SPOUSE PRESENT,2,882,214,73,898,74,1,922,76,1,1,0,1995,95004072,39,2,668,55,0,0,2,0,1,2268.3032
MARRIED - SPOUSE PRESENT,4,894,200,74,844,70,1,952,79,1,1,0,1995,95004072,37,2,694,57,0,0,2,1,0,2268.3032
DIVORCED,2,795,232,66,800,66,0,1132,94,1,1,0,1995,95004072,48,2,563,46,0,0,2,0,1,2405.6699
MARRIED - SPOUSE PRESENT,None,1136,312,94,,,,1146,95,0,0,0,1995,95004072,26,2,824,68,0,0,2,1,0,2260.0439
MARRIED - SPOUSE PRESENT,2,797,281,66,807,67,1,1146,95,0,0,0,1995,95004072,52,2,516,42,0,0,2,0,1,2342.718
MARRIED - SPOUSE PRESENT,4,915,221,76,921,76,1,999,83,1,1,0,1995,95004080,37,2,694,57,0,0,2,0,1,2286.4414
MARRIED - SPOUSE PRESENT,2,778,265,64,861,71,0,808,67,1,1,0,1995,95004080,52,2,513,42,0,0,2,0,1,2290.5244
MARRIED - SPOUSE PRESENT,2,790,230,65,868,72,0,861,71,1,1,0,1995,95004080,48,2,560,46,0,0,2,1,0,2363.3706
DIVORCED,3,762,229,63,773,64,0,903,75,1,1,0,1995,95004080,51,2,533,44,0,0,2,0,1,2515.5254
MARRIED - SPOUSE PRESENT,2,733,228,61,744,61,0,825,68,1,1,0,1995,95004080,53,2,505,42,0,0,2,0,1,2515.5254
MARRIED - SPOUSE PRESENT,2,1064,332,88,1105,92,1,1146,95,0,0,0,1995,95004080,34,2,732,60,0,0,2,1,0,2373.6294
WIDOWED,2,713,260,59,720,59,0,1032,85,0,0,1,1995,95004080,57,2,453,37,0,0,2,0,1,2294.354
MARRIED - SPOUSE PRESENT,None,1049,274,87,,,,1146,95,0,0,0,1995,95004080,30,2,775,64,0,0,2,0,1,2464.2532
MARRIED - SPOUSE PRESENT,2,801,242,66,818,68,0,1146,95,0,0,0,1995,95004080,48,2,559,46,0,0,2,0,1,2111.8511
MARRIED - SPOUSE PRESENT,2,670,235,55,689,57,1,1146,95,0,0,0,1995,95004088,59,2,435,36,0,0,2,0,1,2144.8457
MARRIED - SPOUSE PRESENT,2,729,285,60,733,61,1,1146,95,0,0,0,1995,95004088,58,2,444,36,0,0,2,0,0,2226.7346
MARRIED - SPOUSE PRESENT,1,1062,305,88,1105,92,0,1146,95,0,0,0,1995,95004088,32,2,757,63,0,0,2,0,1,2390.3855
MARRIED - SPOUSE PRESENT,1,785,301,65,811,67,1,1146,95,0,0,0,1995,95004088,55,2,484,40,0,0,2,1,0,2507.8672
DIVORCED,2,1026,305,85,995,82,0,1086,90,1,1,0,1995,95004088,35,2,721,60,0,0,2,0,1,2108.3157
MARRIED - SPOUSE PRESENT,None,952,496,79,,,,1146,95,0,0,0,1995,95004088,57,2,456,37,0,0,2,0,1,2443.0308
MARRIED - SPOUSE PRESENT,3,621,245,51,663,55,1,1146,95,0,0,0,1995,95004088,64,2,376,31,0,0,2,0,1,2174.8491
MARRIED - SPOUSE PRESENT,2,977,249,81,1000,83,1,1146,95,0,0,0,1995,95004096,34,2,728,60,0,0,2,0,1,2433.2314
MARRIED - SPOUSE PRESENT,3,899,263,74,913,76,1,1146,95,0,0,0,1995,95004096,42,2,636,52,0,0,2,0,1,2459.7856
MARRIED - SPOUSE PRESENT,1,1112,282,92,1118,93,0,1146,95,0,0,0,1995,95004096,26,2,830,69,0,0,2,0,1,2375.8279
MARRIED - SPOUSE PRESENT,6,930,308,77,945,78,0,1146,95,0,0,0,1995,95004096,43,2,622,51,0,0,2,0,1,2459.7856
MARRIED - SPOUSE PRESENT,3,764,192,63,773,64,0,835,69,1,1,0,1995,95004096,47,2,572,47,0,0,2,0,1,2608.6902
MARRIED - SPOUSE PRESENT,6,927,309,77,843,70,0,1146,95,0,0,0,1995,95004096,43,2,618,51,0,0,2,1,0,2465.8462
MARRIED - SPOUSE PRESENT,None,890,239,74,,,,1146,95,0,0,0,1995,95004096,41,2,651,54,0,0,2,0,1,2465.8462
MARRIED - SPOUSE PRESENT,3,1109,294,92,1019,84,0,1146,95,0,0,0,1995,95004096,27,2,815,67,0,0,2,0,1,2261.074
MARRIED - SPOUSE PRESENT,None,1025,338,85,,,,1146,95,0,0,0,1995,95004096,38,2,687,57,0,0,2,1,0,2235.0227
SEPARATED,1,1013,465,84,1023,85,1,1146,95,0,1,0,1995,95004104,49,2,548,45,1,0,2,0,0,2887.5325
MARRIED - SPOUSE PRESENT,3,1012,357,84,872,72,0,1146,95,0,0,0,1995,95004104,40,2,655,54,0,1,2,0,0,1437.3051
MARRIED - SPOUSE PRESENT,2,1111,248,92,1086,90,1,1146,95,0,0,0,1995,95004104,23,2,863,71,1,0,2,0,1,3132.6392
SEPARATED,2,936,236,77,1009,84,0,945,78,1,1,0,1995,95004104,37,2,700,58,0,0,2,0,1,2252.8943
SEPARATED,None,1078,267,89,,,,1146,95,0,1,0,1995,95004104,27,2,811,67,0,0,2,1,0,2429.9939
SEPARATED,1,1134,235,94,1135,94,1,1146,95,0,1,0,1995,95004104,20,2,899,74,0,0,2,0,0,2399.8191
MARRIED - SPOUSE PRESENT,2,919,323,76,945,78,0,1146,95,0,0,0,1995,95004104,45,2,596,49,0,0,2,0,1,2248.4336
DIVORCED,1,1034,219,86,1066,88,1,1120,93,1,1,0,1995,95004112,27,2,815,67,0,0,2,0,1,2110.6768
MARRIED - SPOUSE PRESENT,3,1025,303,85,1034,86,0,1146,95,0,0,0,1995,95004112,35,2,722,60,0,0,2,0,1,2359.3662
MARRIED - SPOUSE PRESENT,3,1048,290,87,1073,89,0,1146,95,0,0,0,1995,95004112,32,2,758,63,0,0,2,0,1,2338.8035
WIDOWED,2,816,270,67,822,68,0,834,69,0,0,1,1995,95004112,50,2,546,45,0,0,2,0,1,2471.7549
MARRIED - SPOUSE PRESENT,1,1052,301,87,1122,93,0,1146,95,0,0,0,1995,95004112,32,2,751,62,0,0,2,1,0,2332.3279
MARRIED - SPOUSE PRESENT,None,1093,367,91,,,,1146,95,0,0,0,1995,95004112,35,2,726,60,0,0,2,1,0,2352.8337
MARRIED - SPOUSE PRESENT,3,1070,460,89,914,76,0,1146,95,0,0,0,1995,95004112,44,2,610,50,0,0,2,0,1,1999.8298
DIVORCED,4,1031,296,85,1018,84,1,1088,90,1,1,0,1995,95004112,34,2,735,61,1,0,2,0,0,2168.2241
MARRIED - SPOUSE PRESENT,2,1092,368,90,1060,88,1,1146,95,0,0,0,1995,95004112,35,2,724,60,0,0,2,0,1,2138.9924
WIDOWED,2,820,268,68,826,68,0,838,69,0,0,1,1995,95004120,49,2,552,45,0,0,2,0,1,2080.8657
WIDOWED,None,977,366,81,,,,1092,90,0,0,1,1995,95004120,44,2,611,50,0,0,2,1,0,2092.8376
MARRIED - SPOUSE PRESENT,None,884,285,73,,,,1146,95,0,0,0,1995,95004120,45,2,599,49,0,0,2,1,0,2080.8657
MARRIED - SPOUSE PRESENT,None,1079,423,89,,,,1146,95,0,0,0,1995,95004120,40,2,656,54,0,0,2,0,1,2092.8376
MARRIED - SPOUSE PRESENT,2,1077,389,89,1078,89,0,1146,95,0,0,0,1995,95004120,38,2,688,57,0,0,2,0,1,2138.9924
