year,f180,f182,f183,f427,f432,p011,v124,v129,v151,b013,b014,b135,b114,age_m,age_w,edu_m,edu_w,gen_m,gen_w,mom,DGH012,PUB,DPUB,NSIB018H,NSIB018DH
2016,I don’t know,often,occasionally,,poor,6,neither agree nor disagree,fully agree,disagree,,,,,38,34,3,2,1,3,1,0,0,0,1,0
2008,entirely satisfied,practically never,occasionally,,,8,agree,agree,disagree,,,,,45,46,3,3,1,1,1,1,0,0,1,1
2008,7,practically never,practically never,,,8,disagree,agree,fully disagree,,,,,45,46,3,3,1,1,0,1,0,0,1,1
2009,8,practically never,occasionally,fairly agree,,8,neither agree nor disagree,agree,disagree,19,,,130,46,47,3,3,1,1,1,0,1,1,1,1
2009,8,practically never,practically never,fairly agree,,8,fully disagree,agree,disagree,11,0,,,46,47,3,3,1,1,0,0,1,1,1,1
2010,7,practically never,practically never,,,8,fully disagree,fully agree,fully disagree,,,,,47,48,3,3,1,1,0,0,1,1,1,1
2010,8,practically never,practically never,,,8,agree,neither agree nor disagree,disagree,,,,,47,48,3,3,1,1,1,0,1,1,1,1
2011,8,practically never,practically never,fairly agree,good,,fully disagree,agree,fully disagree,,,,,48,49,3,3,1,1,0,0,1,1,1,1
2011,8,practically never,practically never,fairly agree,good,,disagree,agree,disagree,,,,,48,49,3,3,1,1,1,0,1,1,1,1
2012,9,practically never,practically never,,good,8,fully disagree,agree,disagree,3,30,,,49,50,3,3,1,1,0,0,1,1,1,1
2012,8,practically never,occasionally,,good,,neither agree nor disagree,agree,disagree,2,0,,940,49,50,3,3,1,1,1,0,1,1,1,1
2013,9,practically never,practically never,agree entirely,good,,fully disagree,agree,fully disagree,,,,,50,51,3,3,1,1,0,0,1,1,1,1
2013,8,practically never,practically never,fairly agree,good,7,neither agree nor disagree,agree,disagree,,,,,50,51,3,3,1,1,1,0,1,1,1,1
2014,8,practically never,practically never,,good,7,,,,,,,,51,52,3,3,1,1,0,0,1,1,1,1
2014,8,practically never,occasionally,,good,8,neither agree nor disagree,neither agree nor disagree,disagree,,,,,51,52,3,3,1,1,1,0,1,1,1,1
2008,entirely satisfied,practically never,practically never,,,8,fully disagree,fully agree,disagree,,,,,37,31,2,2,1,1,0,0,0,0,0,0
2008,entirely satisfied,practically never,practically never,,,9,disagree,agree,disagree,,,,,37,31,2,2,1,1,1,0,0,0,0,0
2009,entirely satisfied,practically never,practically never,fairly agree,,8,disagree,agree,disagree,20,,,,38,32,2,2,1,1,0,0,0,0,0,0
2009,entirely satisfied,practically never,practically never,fairly agree,,8,disagree,agree,disagree,28,,,,38,32,2,2,1,1,1,0,0,0,0,0
2010,9,occasionally,practically never,,,9,neither agree nor disagree,agree,neither agree nor disagree,5,0,,,39,33,2,2,1,1,0,0,0,0,0,0
2010,9,occasionally,practically never,,,8,disagree,agree,disagree,10,0,,0,39,33,2,2,1,1,1,0,0,0,0,0
2011,entirely satisfied,occasionally,practically never,agree entirely,very good,8,disagree,agree,neither agree nor disagree,,,,,40,34,2,2,1,1,0,0,0,0,0,0
2011,9,occasionally,practically never,agree entirely,very good,9,disagree,agree,agree,,,,,40,34,2,2,1,1,1,0,0,0,0,0
2012,entirely satisfied,occasionally,practically never,,very good,8,neither agree nor disagree,neither agree nor disagree,disagree,11,20,,,41,35,2,2,1,1,0,0,0,0,2,0
2012,entirely satisfied,occasionally,practically never,,very good,8,neither agree nor disagree,agree,disagree,30,0,,0,41,35,2,2,1,1,1,0,0,0,2,0
2013,entirely satisfied,occasionally,practically never,slightly disagree,good,7,neither agree nor disagree,agree,neither agree nor disagree,,,,,42,36,2,2,1,1,0,0,0,0,2,0
2013,entirely satisfied,occasionally,practically never,slightly agree,good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,42,36,2,2,1,1,1,0,0,0,2,0
2014,entirely satisfied,practically never,practically never,,good,7,neither agree nor disagree,neither agree nor disagree,disagree,,,,,43,37,2,2,1,1,0,0,0,0,2,0
2014,8,practically never,practically never,,very good,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,43,37,2,2,1,1,1,0,0,0,2,0
2015,entirely satisfied,practically never,practically never,,"not good, not poor",8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,15,,,,44,39,2,2,1,1,0,0,0,0,2,0
2015,entirely satisfied,practically never,practically never,,very good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,150,,0,,44,39,2,2,1,1,1,0,0,0,2,0
2016,entirely satisfied,practically never,practically never,,very good,8,neither agree nor disagree,neither agree nor disagree,disagree,,,,,45,40,2,2,1,1,0,0,0,0,2,0
2016,entirely satisfied,practically never,practically never,,very good,7,neither agree nor disagree,neither agree nor disagree,disagree,,,,,45,40,2,2,1,1,1,0,0,0,2,0
2012,entirely satisfied,not applicable,not applicable,,good,9,fully disagree,agree,fully disagree,0,0,,,58,56,1,1,1,1,0,0,1,0,1,0
2012,9,practically never,practically never,,good,8,disagree,neither agree nor disagree,agree,1,0,,,58,56,1,1,1,1,1,0,1,0,1,0
2008,9,occasionally,occasionally,,,,disagree,fully agree,fully agree,,,,,41,40,1,2,1,1,0,1,0,0,2,1
2008,entirely satisfied,occasionally,occasionally,,,8,disagree,neither agree nor disagree,disagree,,,,,41,40,1,2,1,1,1,1,0,0,2,1
2008,entirely satisfied,practically never,practically never,,,10 completely satisfied,neither agree nor disagree,agree,disagree,,,,,46,47,3,2,1,1,0,0,1,0,1,0
2008,entirely satisfied,practically never,practically never,,,10 completely satisfied,disagree,neither agree nor disagree,fully disagree,,,,,46,47,3,2,1,1,1,0,1,0,1,0
2009,entirely satisfied,practically never,practically never,fairly agree,,10 completely satisfied,neither agree nor disagree,agree,disagree,14,,,,47,48,3,2,1,1,0,0,1,0,1,0
2009,entirely satisfied,practically never,practically never,agree entirely,,9,disagree,neither agree nor disagree,fully disagree,0,,,,47,48,3,2,1,1,1,0,1,0,1,0
2016,8,occasionally,practically never,,very good,,neither agree nor disagree,neither agree nor disagree,fully disagree,,,,,33,32,3,3,4,4,0,1,0,0,0,0
2008,I don’t know,practically never,occasionally,,,7,fully disagree,disagree,disagree,,,,,44,47,2,1,1,1,0,0,1,1,1,0
2008,8,occasionally,often,,,7,disagree,fully agree,disagree,,,,,44,47,2,1,1,1,1,0,1,1,1,0
2009,9,practically never,practically never,agree entirely,,8,fully disagree,agree,disagree,4,,,500,45,48,2,1,1,1,0,0,1,1,1,0
2009,8,occasionally,practically never,fairly agree,,7,disagree,agree,agree,14,,,,45,48,2,1,1,1,1,0,1,1,1,0
2010,8,practically never,occasionally,,,7,fully disagree,agree,disagree,8,0,,0,46,49,2,1,1,1,0,0,1,1,1,0
2010,8,practically never,occasionally,,,8,disagree,agree,disagree,3,0,,,46,49,2,1,1,1,1,0,1,1,1,0
2011,8,practically never,practically never,fairly agree,"not good, not poor",7,fully disagree,agree,fully disagree,,,,,47,50,2,1,1,1,0,0,1,1,1,0
2011,8,occasionally,practically never,fairly agree,good,7,neither agree nor disagree,agree,neither agree nor disagree,,,,,47,50,2,1,1,1,1,0,1,1,1,0
2012,6,practically never,practically never,,"not good, not poor",7,disagree,neither agree nor disagree,disagree,1,0,,0,48,51,2,1,1,1,0,0,1,1,1,0
2012,8,practically never,occasionally,,good,7,disagree,neither agree nor disagree,disagree,0,0,,,48,51,2,1,1,1,1,0,1,1,1,0
2013,6,practically never,occasionally,fairly agree,"not good, not poor",6,disagree,agree,disagree,,,,,49,52,2,1,1,1,0,0,1,1,1,0
2013,7,practically never,occasionally,fairly agree,"not good, not poor",7,fully disagree,fully agree,disagree,,,,,49,52,2,1,1,1,1,0,1,1,1,0
2014,9,practically never,practically never,,good,7,neither agree nor disagree,agree,disagree,,,,,40,41,3,3,1,1,1,0,1,0,2,0
2014,7,practically never,practically never,,"not good, not poor",7,fully disagree,agree,disagree,,,,,40,41,3,3,1,1,0,0,1,0,2,0
2015,9,practically never,occasionally,,"not good, not poor",6,neither agree nor disagree,agree,disagree,21,,50,,42,43,3,3,1,1,1,0,1,0,2,0
2016,9,practically never,occasionally,,poor,8,disagree,agree,agree,,,,,43,44,3,3,1,1,1,0,1,0,2,0
2016,7,practically never,practically never,,"not good, not poor",,fully disagree,fully agree,fully disagree,,,,,43,44,3,3,1,1,0,0,1,0,2,0
2008,9,practically never,practically never,,,8,neither agree nor disagree,agree,disagree,,,,,39,39,3,3,4,4,1,1,0,0,1,1
2009,8,practically never,practically never,fairly agree,,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,15,,,185,40,40,3,3,4,4,1,1,0,0,1,1
2010,8,practically never,practically never,,,7,neither agree nor disagree,agree,neither agree nor disagree,20,0,,320,41,41,3,3,4,4,1,1,0,0,1,1
2012,8,practically never,practically never,,"not good, not poor",8,neither agree nor disagree,agree,neither agree nor disagree,6,0,,215,43,43,3,3,4,4,1,0,1,1,1,1
2013,8,practically never,practically never,slightly agree,"not good, not poor",8,,,,,,,,44,44,3,3,4,4,1,0,1,1,1,1
2014,8,occasionally,occasionally,,good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,45,45,3,3,4,4,1,0,1,1,1,1
2015,9,practically never,practically never,,"not good, not poor",8,neither agree nor disagree,agree,disagree,14,,600,,46,46,3,3,4,4,1,0,1,1,1,1
2016,9,practically never,practically never,,"not good, not poor",,neither agree nor disagree,agree,neither agree nor disagree,,,,,47,47,3,3,4,4,1,0,1,1,1,1
2008,7,occasionally,occasionally,,,7,,,,,,,,32,28,1,1,1,1,0,0,0,0,1,1
2008,6,occasionally,occasionally,,,6,disagree,fully agree,neither agree nor disagree,,,,,32,28,1,1,1,1,1,0,0,0,1,1
2009,8,occasionally,occasionally,fairly agree,,7,fully disagree,agree,disagree,1,45,,,33,29,1,1,1,1,0,0,0,0,1,1
2009,9,occasionally,occasionally,fairly agree,,8,fully disagree,agree,disagree,17,30,,125,33,29,1,1,1,1,1,0,0,0,1,1
2010,6,occasionally,occasionally,,,7,disagree,fully agree,disagree,4,0,,,34,30,1,1,1,1,0,0,0,0,1,1
2010,7,occasionally,occasionally,,,7,disagree,fully agree,neither agree nor disagree,18,0,,95,34,30,1,1,1,1,1,0,0,0,1,1
2011,7,occasionally,practically never,slightly agree,good,7,disagree,fully agree,neither agree nor disagree,,,,,35,31,1,1,1,1,0,0,0,0,1,1
2011,8,occasionally,practically never,agree entirely,good,7,fully disagree,fully agree,disagree,,,,,35,31,1,1,1,1,1,0,0,0,1,1
2012,7,practically never,occasionally,,good,7,,,,,,,,36,32,1,1,1,1,0,0,0,0,1,1
2012,7,occasionally,occasionally,,good,7,,,,5,0,,155,36,32,1,1,1,1,1,0,0,0,1,1
2013,8,practically never,practically never,fairly agree,"not good, not poor",6,fully disagree,fully agree,disagree,,,,,37,33,1,1,1,1,1,0,0,0,1,1
2014,7,occasionally,occasionally,,good,7,disagree,fully agree,agree,,,,,38,34,1,1,1,1,0,0,0,0,1,1
2014,8,occasionally,occasionally,,good,8,fully disagree,fully agree,disagree,,,,,38,34,1,1,1,1,1,0,0,0,1,1
2015,7,occasionally,practically never,,good,5,fully disagree,fully agree,fully disagree,,,,,39,36,1,1,1,1,0,0,1,0,1,1
2015,7,often,occasionally,,very good,8,disagree,fully agree,disagree,,,,,39,36,1,1,1,1,1,0,1,0,1,1
2016,7,occasionally,occasionally,,good,7,fully disagree,fully agree,disagree,,,,,40,37,1,1,1,1,1,0,1,0,1,1
2008,7,occasionally,occasionally,,,5,disagree,agree,disagree,,,,,39,40,1,2,4,4,1,0,0,0,0,0
2008,8,practically never,occasionally,,,7,neither agree nor disagree,neither agree nor disagree,fully agree,,,,,37,33,2,2,1,1,0,0,0,0,1,0
2008,8,practically never,occasionally,,,7,neither agree nor disagree,neither agree nor disagree,agree,,,,,37,33,2,2,1,1,1,0,0,0,1,0
2009,8,occasionally,occasionally,slightly disagree,,7,neither agree nor disagree,neither agree nor disagree,fully agree,10,,,,38,34,2,2,1,1,0,0,0,0,1,0
2009,8,occasionally,occasionally,fairly disagree,,8,disagree,agree,agree,50,,,,38,34,2,2,1,1,1,0,0,0,1,0
2010,8,practically never,practically never,,,7,fully disagree,neither agree nor disagree,fully agree,15,0,,,39,35,2,2,1,1,0,0,0,0,1,0
2010,8,occasionally,occasionally,,,8,neither agree nor disagree,neither agree nor disagree,disagree,80,0,,0,39,35,2,2,1,1,1,0,0,0,1,0
2011,8,occasionally,occasionally,slightly agree,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,40,36,2,2,1,1,1,0,0,0,1,0
2008,9,occasionally,occasionally,,,7,neither agree nor disagree,agree,neither agree nor disagree,,,,,35,29,1,1,1,1,0,1,0,0,0,0
2008,8,practically never,practically never,,,5,neither agree nor disagree,agree,neither agree nor disagree,,,,,35,29,1,1,1,1,1,1,0,0,0,0
2009,9,occasionally,practically never,slightly agree,,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,7,,,,36,30,1,1,1,1,0,1,0,0,0,0
2009,8,practically never,practically never,fairly agree,,7,neither agree nor disagree,agree,neither agree nor disagree,,,,,36,30,1,1,1,1,1,1,0,0,0,0
2011,6,often,occasionally,fairly agree,poor,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,38,32,1,1,1,1,0,1,0,0,1,1
2011,7,occasionally,practically never,fairly agree,"not good, not poor",,neither agree nor disagree,agree,agree,,,,,38,32,1,1,1,1,1,1,0,0,1,1
2012,8,practically never,practically never,,good,7,agree,neither agree nor disagree,agree,15,0,,,39,33,1,1,1,1,0,1,0,0,1,1
2013,7,occasionally,occasionally,slightly agree,"not good, not poor",8,agree,disagree,agree,,,,,40,34,1,1,1,1,0,1,0,0,2,2
2014,7,occasionally,practically never,,good,8,agree,disagree,agree,,,,,41,35,1,1,1,1,0,1,0,0,2,2
2014,9,practically never,practically never,,"not good, not poor",7,neither agree nor disagree,disagree,agree,,,,,41,35,1,1,1,1,1,1,0,0,2,2
2015,8,occasionally,practically never,,"not good, not poor",7,agree,disagree,agree,20,0,,,42,37,1,1,1,1,0,1,0,0,2,2
2016,8,practically never,not applicable,,"not good, not poor",7,agree,fully disagree,agree,,,,,43,38,1,1,1,1,0,1,0,0,2,2
2016,9,practically never,practically never,,poor,,agree,neither agree nor disagree,agree,,,,,43,38,1,1,1,1,1,1,0,0,2,2
2008,entirely satisfied,practically never,occasionally,,,9,disagree,agree,disagree,,,,,32,33,1,2,1,1,0,1,0,0,1,1
2009,entirely satisfied,practically never,occasionally,fairly disagree,,7,neither agree nor disagree,neither agree nor disagree,disagree,7,,,,33,34,1,2,1,1,0,1,0,0,2,1
2009,9,occasionally,occasionally,slightly agree,,,neither agree nor disagree,disagree,disagree,20,0,,145,33,34,1,2,1,1,1,1,0,0,2,1
2010,9,occasionally,occasionally,,,,neither agree nor disagree,disagree,neither agree nor disagree,10,0,,,34,35,1,2,1,1,0,1,0,0,2,1
2008,9,occasionally,occasionally,,,,,,,,,,,46,41,1,1,2,2,0,0,1,1,0,0
2008,9,occasionally,often,,,,,,,,,,,46,41,1,1,2,2,1,0,1,1,0,0
2008,8,practically never,practically never,,,8,disagree,neither agree nor disagree,fully disagree,,,,,45,46,2,2,1,1,0,1,0,0,0,0
2008,7,not applicable,occasionally,,,8,,,,,,,,45,46,2,2,1,1,1,1,0,0,0,0
2009,8,not applicable,not applicable,fairly agree,,8,disagree,fully agree,fully disagree,,,,,46,47,2,2,1,1,1,1,0,0,0,0
2010,8,practically never,practically never,,,,disagree,disagree,disagree,10,0,,,47,48,2,2,1,1,0,1,0,0,0,0
2010,8,occasionally,practically never,,,8,disagree,agree,disagree,26,0,,90,47,48,2,2,1,1,1,1,0,0,0,0
2011,8,practically never,practically never,fairly agree,"not good, not poor",7,,,,,,,,48,49,2,2,1,1,0,1,0,0,0,0
2011,7,occasionally,practically never,agree entirely,good,7,disagree,fully agree,fully disagree,,,,,48,49,2,2,1,1,1,1,0,0,0,0
2012,8,practically never,practically never,,good,7,neither agree nor disagree,agree,disagree,25,0,,,49,50,2,2,1,1,0,0,1,1,0,0
2012,8,practically never,practically never,,very poor,7,disagree,agree,disagree,8,0,,0,49,50,2,2,1,1,1,0,1,1,0,0
2013,8,practically never,practically never,fairly agree,good,7,disagree,agree,disagree,,,,,50,51,2,2,1,1,0,0,1,1,0,0
2013,7,practically never,practically never,fairly agree,good,7,,,,,,,,50,51,2,2,1,1,1,0,1,1,0,0
2014,8,practically never,practically never,,"not good, not poor",8,neither agree nor disagree,neither agree nor disagree,disagree,,,,,51,52,2,2,1,1,0,0,1,1,0,0
2014,7,practically never,practically never,,good,,fully disagree,agree,fully disagree,,,,,51,52,2,2,1,1,1,0,1,1,0,0
2015,8,practically never,practically never,,good,7,neither agree nor disagree,agree,disagree,12,0,,,52,53,2,2,1,1,0,0,1,1,0,0
2016,8,practically never,practically never,,good,7,neither agree nor disagree,neither agree nor disagree,fully disagree,,,,,53,54,2,2,1,1,0,0,1,1,0,0
2008,9,occasionally,occasionally,,,8,neither agree nor disagree,neither agree nor disagree,agree,,,,,44,38,2,3,4,4,0,0,0,0,2,2
2008,7,practically never,occasionally,,,,neither agree nor disagree,disagree,disagree,,,,,44,38,2,3,4,4,1,0,1,0,2,2
2009,7,occasionally,occasionally,fairly agree,,,neither agree nor disagree,neither agree nor disagree,disagree,,,,,45,39,2,3,4,4,0,0,0,0,2,2
2009,6,often,often,fairly agree,,8,,,,20,,,,45,39,2,3,4,4,1,0,1,0,2,2
2010,5,often,often,,,,neither agree nor disagree,disagree,disagree,,,,,46,40,2,3,4,4,0,0,0,0,2,2
2010,6,occasionally,often,,,,,,,20,0,,0,46,40,2,3,4,4,1,0,0,0,2,2
2011,7,occasionally,often,fairly agree,very good,7,disagree,neither agree nor disagree,agree,,,,,34,34,3,2,1,1,0,0,0,0,1,1
2011,I don’t know,occasionally,often,slightly disagree,very good,7,agree,disagree,agree,,,,,34,34,3,2,1,1,1,0,0,0,1,1
2008,8,practically never,practically never,,,8,neither agree nor disagree,neither agree nor disagree,agree,,,,,46,45,1,2,3,1,0,0,1,0,1,1
2008,8,practically never,occasionally,,,8,neither agree nor disagree,neither agree nor disagree,agree,,,,,46,45,1,2,3,1,1,0,1,0,1,1
2009,8,practically never,practically never,slightly agree,,8,neither agree nor disagree,neither agree nor disagree,agree,5,,,,47,46,1,2,3,1,0,0,1,0,1,1
2009,8,practically never,occasionally,fairly agree,,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,20,,120,47,46,1,2,3,1,1,0,1,0,1,1
2010,7,practically never,practically never,,,8,agree,neither agree nor disagree,neither agree nor disagree,0,0,,,48,47,1,2,3,1,0,0,1,0,1,1
2010,8,practically never,occasionally,,,8,disagree,agree,agree,5,0,,60,48,47,1,2,3,1,1,0,1,0,1,1
2011,7,occasionally,practically never,slightly agree,very good,8,neither agree nor disagree,neither agree nor disagree,agree,,,,,49,48,1,2,3,1,0,0,1,0,1,1
2011,8,practically never,practically never,fairly agree,good,8,neither agree nor disagree,agree,agree,,,,,49,48,1,2,3,1,1,0,1,0,1,1
2008,9,occasionally,practically never,,,,agree,agree,agree,,,,,35,36,2,2,1,1,1,1,0,0,1,0
2009,9,occasionally,occasionally,agree entirely,,8,disagree,agree,agree,,,,,36,37,3,2,1,1,1,1,0,0,1,0
2010,entirely satisfied,often,occasionally,,,,,,,,,,,37,38,3,2,1,1,1,1,0,0,1,0
2008,8,occasionally,often,,,,agree,agree,neither agree nor disagree,,,,,42,42,3,2,4,4,1,1,0,0,1,0
2009,8,often,occasionally,slightly disagree,,7,agree,agree,neither agree nor disagree,13,,,,43,43,3,2,4,4,1,0,1,1,1,0
2010,9,often,occasionally,,,7,neither agree nor disagree,agree,neither agree nor disagree,7,45,,,44,44,3,2,4,4,1,0,1,1,1,0
2011,8,often,occasionally,fairly agree,very good,8,disagree,agree,disagree,,,,,45,45,3,2,4,4,1,0,1,1,1,0
2012,9,often,occasionally,,very good,6,agree,agree,neither agree nor disagree,32,30,,,46,46,3,2,4,4,1,0,1,1,1,0
2013,9,occasionally,often,fairly agree,very good,,agree,agree,neither agree nor disagree,,,,,47,47,3,2,4,4,1,0,1,1,1,0
2008,8,practically never,occasionally,,,6,neither agree nor disagree,agree,agree,,,,,50,49,3,3,4,4,0,0,1,0,2,1
2009,7,occasionally,occasionally,fairly disagree,,I don’t know,neither agree nor disagree,agree,agree,,,,,51,50,3,3,4,4,0,0,1,0,2,1
2010,5,occasionally,often,,,5,neither agree nor disagree,agree,fully disagree,,,,0,52,51,3,3,4,4,0,0,1,0,2,1
2008,9,practically never,practically never,,,7,,,,,,,,34,34,2,3,1,3,0,1,0,0,1,1
2008,9,practically never,occasionally,,,10 completely satisfied,,,,,,,,34,34,2,3,1,3,1,1,0,0,1,1
